               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 109,            0.086003,            0.059651,            0.020269,             0.54852,             0.16667,            0.036006,            0.010129,            0.095401,            0.052581,            0.016842,           0.0089308,           0.0089308,           0.0089308
                 109,            0.086003,            0.059651,            0.020269,             0.54852,             0.16667,            0.036006,            0.010129,            0.095401,            0.052581,            0.016842,           0.0089308,           0.0089308,           0.0089308
                 110,             0.09116,             0.09073,            0.021686,             0.54852,             0.16667,            0.036006,            0.010129,            0.095401,            0.052581,            0.016842,           0.0089209,           0.0089209,           0.0089209
                 110,             0.09116,             0.09073,            0.021686,             0.54852,             0.16667,            0.036006,            0.010129,            0.095401,            0.052581,            0.016842,           0.0089209,           0.0089209,           0.0089209
                 111,            0.094732,            0.077242,            0.019185,              0.8332,            0.055556,            0.089418,            0.022052,            0.094146,            0.051902,            0.016259,            0.008911,            0.008911,            0.008911
                 111,            0.094732,            0.077242,            0.019185,              0.8332,            0.055556,            0.089418,            0.022052,            0.094146,            0.051902,            0.016259,            0.008911,            0.008911,            0.008911
                 112,            0.083371,            0.065424,            0.019087,              0.8332,            0.055556,            0.089418,            0.022052,            0.094146,            0.051902,            0.016259,           0.0089011,           0.0089011,           0.0089011
                 112,            0.083371,            0.065424,            0.019087,              0.8332,            0.055556,            0.089418,            0.022052,            0.094146,            0.051902,            0.016259,           0.0089011,           0.0089011,           0.0089011
                 113,            0.075478,            0.035221,            0.021185,              0.8332,            0.055556,            0.089418,            0.022052,            0.094146,            0.051902,            0.016259,           0.0088912,           0.0088912,           0.0088912
                 113,            0.075478,            0.035221,            0.021185,              0.8332,            0.055556,            0.089418,            0.022052,            0.094146,            0.051902,            0.016259,           0.0088912,           0.0088912,           0.0088912
                 114,            0.089542,             0.07662,            0.018215,              0.8332,            0.055556,            0.089418,            0.022052,            0.094146,            0.051902,            0.016259,           0.0088813,           0.0088813,           0.0088813
                 114,            0.089542,             0.07662,            0.018215,              0.8332,            0.055556,            0.089418,            0.022052,            0.094146,            0.051902,            0.016259,           0.0088813,           0.0088813,           0.0088813
                 115,            0.094749,            0.056465,            0.018331,             0.91248,             0.11111,             0.17703,            0.054316,            0.090757,            0.052085,            0.015365,           0.0088714,           0.0088714,           0.0088714
                 115,            0.094749,            0.056465,            0.018331,             0.91248,             0.11111,             0.17703,            0.054316,            0.090757,            0.052085,            0.015365,           0.0088714,           0.0088714,           0.0088714
                 116,             0.08683,            0.053456,            0.019771,             0.91248,             0.11111,             0.17703,            0.054316,            0.090757,            0.052085,            0.015365,           0.0088615,           0.0088615,           0.0088615
                 116,             0.08683,            0.053456,            0.019771,             0.91248,             0.11111,             0.17703,            0.054316,            0.090757,            0.052085,            0.015365,           0.0088615,           0.0088615,           0.0088615
                 117,            0.088615,            0.060692,            0.017727,             0.91248,             0.11111,             0.17703,            0.054316,            0.090757,            0.052085,            0.015365,           0.0088516,           0.0088516,           0.0088516
                 117,            0.088615,            0.060692,            0.017727,             0.91248,             0.11111,             0.17703,            0.054316,            0.090757,            0.052085,            0.015365,           0.0088516,           0.0088516,           0.0088516
                 118,            0.088756,            0.052793,            0.020083,             0.91248,             0.11111,             0.17703,            0.054316,            0.090757,            0.052085,            0.015365,           0.0088417,           0.0088417,           0.0088417
                 118,            0.088756,            0.052793,            0.020083,             0.91248,             0.11111,             0.17703,            0.054316,            0.090757,            0.052085,            0.015365,           0.0088417,           0.0088417,           0.0088417
                 119,            0.088935,            0.070542,            0.018718,             0.74334,             0.16667,             0.21758,            0.053791,            0.088641,            0.051701,            0.014035,           0.0088318,           0.0088318,           0.0088318
                 119,            0.088935,            0.070542,            0.018718,             0.74334,             0.16667,             0.21758,            0.053791,            0.088641,            0.051701,            0.014035,           0.0088318,           0.0088318,           0.0088318
                 120,            0.095048,            0.058943,            0.018983,             0.74334,             0.16667,             0.21758,            0.053791,            0.088641,            0.051701,            0.014035,           0.0088219,           0.0088219,           0.0088219
                 120,            0.095048,            0.058943,            0.018983,             0.74334,             0.16667,             0.21758,            0.053791,            0.088641,            0.051701,            0.014035,           0.0088219,           0.0088219,           0.0088219
                 121,            0.082714,            0.077117,            0.015518,             0.74334,             0.16667,             0.21758,            0.053791,            0.088641,            0.051701,            0.014035,            0.008812,            0.008812,            0.008812
                 121,            0.082714,            0.077117,            0.015518,             0.74334,             0.16667,             0.21758,            0.053791,            0.088641,            0.051701,            0.014035,            0.008812,            0.008812,            0.008812
                 122,            0.083734,            0.064035,            0.017998,             0.74334,             0.16667,             0.21758,            0.053791,            0.088641,            0.051701,            0.014035,           0.0088021,           0.0088021,           0.0088021
                 122,            0.083734,            0.064035,            0.017998,             0.74334,             0.16667,             0.21758,            0.053791,            0.088641,            0.051701,            0.014035,           0.0088021,           0.0088021,           0.0088021
                 123,             0.08131,            0.083329,            0.017081,             0.65551,             0.27778,             0.16221,             0.04906,            0.086023,            0.051843,            0.012537,           0.0087922,           0.0087922,           0.0087922
                 123,             0.08131,            0.083329,            0.017081,             0.65551,             0.27778,             0.16221,             0.04906,            0.086023,            0.051843,            0.012537,           0.0087922,           0.0087922,           0.0087922
                 124,             0.08209,            0.074866,            0.015101,             0.65551,             0.27778,             0.16221,             0.04906,            0.086023,            0.051843,            0.012537,           0.0087823,           0.0087823,           0.0087823
                 124,             0.08209,            0.074866,            0.015101,             0.65551,             0.27778,             0.16221,             0.04906,            0.086023,            0.051843,            0.012537,           0.0087823,           0.0087823,           0.0087823
                 125,            0.094338,            0.070815,            0.020039,             0.65551,             0.27778,             0.16221,             0.04906,            0.086023,            0.051843,            0.012537,           0.0087724,           0.0087724,           0.0087724
                 125,            0.094338,            0.070815,            0.020039,             0.65551,             0.27778,             0.16221,             0.04906,            0.086023,            0.051843,            0.012537,           0.0087724,           0.0087724,           0.0087724
                 126,            0.085323,            0.047466,            0.017317,             0.65551,             0.27778,             0.16221,             0.04906,            0.086023,            0.051843,            0.012537,           0.0087625,           0.0087625,           0.0087625
                 126,            0.085323,            0.047466,            0.017317,             0.65551,             0.27778,             0.16221,             0.04906,            0.086023,            0.051843,            0.012537,           0.0087625,           0.0087625,           0.0087625
                 127,            0.085348,            0.050036,            0.022616,             0.56002,             0.11111,            0.058328,            0.022013,            0.086409,            0.051348,            0.011871,           0.0087526,           0.0087526,           0.0087526
                 127,            0.085348,            0.050036,            0.022616,             0.56002,             0.11111,            0.058328,            0.022013,            0.086409,            0.051348,            0.011871,           0.0087526,           0.0087526,           0.0087526
                 128,            0.073709,            0.043982,            0.017078,             0.56002,             0.11111,            0.058328,            0.022013,            0.086409,            0.051348,            0.011871,           0.0087427,           0.0087427,           0.0087427
                 128,            0.073709,            0.043982,            0.017078,             0.56002,             0.11111,            0.058328,            0.022013,            0.086409,            0.051348,            0.011871,           0.0087427,           0.0087427,           0.0087427
                 129,            0.083393,             0.04451,            0.017476,             0.56002,             0.11111,            0.058328,            0.022013,            0.086409,            0.051348,            0.011871,           0.0087328,           0.0087328,           0.0087328
                 129,            0.083393,             0.04451,            0.017476,             0.56002,             0.11111,            0.058328,            0.022013,            0.086409,            0.051348,            0.011871,           0.0087328,           0.0087328,           0.0087328
                 130,            0.076259,            0.052106,            0.017309,             0.56002,             0.11111,            0.058328,            0.022013,            0.086409,            0.051348,            0.011871,           0.0087229,           0.0087229,           0.0087229
                 130,            0.076259,            0.052106,            0.017309,             0.56002,             0.11111,            0.058328,            0.022013,            0.086409,            0.051348,            0.011871,           0.0087229,           0.0087229,           0.0087229
                 131,            0.084229,            0.056402,            0.015798,             0.62133,             0.11111,             0.15512,            0.051173,            0.083844,            0.050841,            0.011738,            0.008713,            0.008713,            0.008713
                 131,            0.084229,            0.056402,            0.015798,             0.62133,             0.11111,             0.15512,            0.051173,            0.083844,            0.050841,            0.011738,            0.008713,            0.008713,            0.008713
                 132,            0.072642,            0.044921,            0.019362,             0.62133,             0.11111,             0.15512,            0.051173,            0.083844,            0.050841,            0.011738,           0.0087031,           0.0087031,           0.0087031
                 132,            0.072642,            0.044921,            0.019362,             0.62133,             0.11111,             0.15512,            0.051173,            0.083844,            0.050841,            0.011738,           0.0087031,           0.0087031,           0.0087031
                 133,            0.092106,            0.062471,            0.016293,             0.62133,             0.11111,             0.15512,            0.051173,            0.083844,            0.050841,            0.011738,           0.0086932,           0.0086932,           0.0086932
                 133,            0.092106,            0.062471,            0.016293,             0.62133,             0.11111,             0.15512,            0.051173,            0.083844,            0.050841,            0.011738,           0.0086932,           0.0086932,           0.0086932
                 134,            0.077466,            0.069174,            0.018876,             0.62133,             0.11111,              0.1544,            0.051571,            0.083844,            0.050841,            0.011738,           0.0086833,           0.0086833,           0.0086833
                 134,            0.077466,            0.069174,            0.018876,             0.62133,             0.11111,              0.1544,            0.051571,            0.083844,            0.050841,            0.011738,           0.0086833,           0.0086833,           0.0086833
                 135,            0.081112,            0.054227,            0.018046,             0.85349,             0.11111,             0.21912,            0.061045,            0.082217,            0.050377,            0.011577,           0.0086734,           0.0086734,           0.0086734
                 135,            0.081112,            0.054227,            0.018046,             0.85349,             0.11111,             0.21912,            0.061045,            0.082217,            0.050377,            0.011577,           0.0086734,           0.0086734,           0.0086734
                 136,            0.078174,            0.061358,            0.015582,             0.85349,             0.11111,             0.21912,            0.061045,            0.082217,            0.050377,            0.011577,           0.0086635,           0.0086635,           0.0086635
                 136,            0.078174,            0.061358,            0.015582,             0.85349,             0.11111,             0.21912,            0.061045,            0.082217,            0.050377,            0.011577,           0.0086635,           0.0086635,           0.0086635
                 137,            0.083126,            0.051257,            0.016458,             0.85349,             0.11111,             0.21912,            0.061045,            0.082217,            0.050377,            0.011577,           0.0086536,           0.0086536,           0.0086536
                 137,            0.083126,            0.051257,            0.016458,             0.85349,             0.11111,             0.21912,            0.061045,            0.082217,            0.050377,            0.011577,           0.0086536,           0.0086536,           0.0086536
                 138,            0.077616,            0.058549,            0.016232,             0.85349,             0.11111,             0.21429,             0.06049,            0.082217,            0.050377,            0.011577,           0.0086437,           0.0086437,           0.0086437
                 138,            0.077616,            0.058549,            0.016232,             0.85349,             0.11111,             0.21429,             0.06049,            0.082217,            0.050377,            0.011577,           0.0086437,           0.0086437,           0.0086437
                 139,            0.083224,            0.063964,            0.016542,             0.77189,             0.13543,             0.21044,            0.089445,            0.080981,            0.050248,            0.011038,           0.0086338,           0.0086338,           0.0086338
                 139,            0.083224,            0.063964,            0.016542,             0.77189,             0.13543,             0.21044,            0.089445,            0.080981,            0.050248,            0.011038,           0.0086338,           0.0086338,           0.0086338
                 140,            0.084754,             0.06643,            0.015836,             0.77189,             0.13543,             0.21044,            0.089445,            0.080981,            0.050248,            0.011038,           0.0086239,           0.0086239,           0.0086239
                 140,            0.084754,             0.06643,            0.015836,             0.77189,             0.13543,             0.21044,            0.089445,            0.080981,            0.050248,            0.011038,           0.0086239,           0.0086239,           0.0086239
                 141,            0.071159,            0.063518,            0.016255,             0.77189,             0.13543,             0.21044,            0.089445,            0.080981,            0.050248,            0.011038,            0.008614,            0.008614,            0.008614
                 141,            0.071159,            0.063518,            0.016255,             0.77189,             0.13543,             0.21044,            0.089445,            0.080981,            0.050248,            0.011038,            0.008614,            0.008614,            0.008614
                 142,              0.0864,            0.074569,            0.015048,             0.77189,             0.13543,             0.21044,            0.089445,            0.080981,            0.050248,            0.011038,           0.0086041,           0.0086041,           0.0086041
                 142,              0.0864,            0.074569,            0.015048,             0.77189,             0.13543,             0.21044,            0.089445,            0.080981,            0.050248,            0.011038,           0.0086041,           0.0086041,           0.0086041
                 143,            0.076263,             0.06918,            0.017563,              0.4257,             0.39583,             0.22722,             0.10393,             0.08001,             0.05012,            0.010555,           0.0085942,           0.0085942,           0.0085942
                 143,            0.076263,             0.06918,            0.017563,              0.4257,             0.39583,             0.22722,             0.10393,             0.08001,             0.05012,            0.010555,           0.0085942,           0.0085942,           0.0085942
                 144,            0.080079,            0.072915,            0.014941,              0.4257,             0.39583,             0.22722,             0.10393,             0.08001,             0.05012,            0.010555,           0.0085843,           0.0085843,           0.0085843
                 144,            0.080079,            0.072915,            0.014941,              0.4257,             0.39583,             0.22722,             0.10393,             0.08001,             0.05012,            0.010555,           0.0085843,           0.0085843,           0.0085843
                 145,            0.073087,            0.050795,            0.014901,              0.4257,             0.39583,             0.22722,             0.10393,             0.08001,             0.05012,            0.010555,           0.0085744,           0.0085744,           0.0085744
                 145,            0.073087,            0.050795,            0.014901,              0.4257,             0.39583,             0.22722,             0.10393,             0.08001,             0.05012,            0.010555,           0.0085744,           0.0085744,           0.0085744
                 146,            0.081737,            0.066705,             0.01529,              0.4257,             0.39583,             0.22722,             0.10393,             0.08001,             0.05012,            0.010555,           0.0085645,           0.0085645,           0.0085645
                 146,            0.081737,            0.066705,             0.01529,              0.4257,             0.39583,             0.22722,             0.10393,             0.08001,             0.05012,            0.010555,           0.0085645,           0.0085645,           0.0085645
                 147,            0.072969,            0.055178,            0.016891,             0.68176,             0.22222,             0.23452,             0.11392,            0.079753,            0.050246,            0.010138,           0.0085546,           0.0085546,           0.0085546
                 147,            0.072969,            0.055178,            0.016891,             0.68176,             0.22222,             0.23452,             0.11392,            0.079753,            0.050246,            0.010138,           0.0085546,           0.0085546,           0.0085546
                 148,            0.069026,            0.038429,            0.012758,             0.68176,             0.22222,             0.23452,             0.11392,            0.079753,            0.050246,            0.010138,           0.0085447,           0.0085447,           0.0085447
                 148,            0.069026,            0.038429,            0.012758,             0.68176,             0.22222,             0.23452,             0.11392,            0.079753,            0.050246,            0.010138,           0.0085447,           0.0085447,           0.0085447
                 149,            0.068775,             0.03733,            0.021066,             0.68176,             0.22222,             0.23452,             0.11392,            0.079753,            0.050246,            0.010138,           0.0085348,           0.0085348,           0.0085348
                 149,            0.068775,             0.03733,            0.021066,             0.68176,             0.22222,             0.23452,             0.11392,            0.079753,            0.050246,            0.010138,           0.0085348,           0.0085348,           0.0085348
                 150,            0.084663,            0.060757,            0.016527,             0.68176,             0.22222,             0.23452,             0.11392,            0.079753,            0.050246,            0.010138,           0.0085249,           0.0085249,           0.0085249
                 150,            0.084663,            0.060757,            0.016527,             0.68176,             0.22222,             0.23452,             0.11392,            0.079753,            0.050246,            0.010138,           0.0085249,           0.0085249,           0.0085249
                 151,            0.076436,            0.095875,            0.014375,             0.75404,             0.22222,             0.28112,             0.11112,            0.080961,            0.051251,           0.0098637,            0.008515,            0.008515,            0.008515
                 151,            0.076436,            0.095875,            0.014375,             0.75404,             0.22222,             0.28112,             0.11112,            0.080961,            0.051251,           0.0098637,            0.008515,            0.008515,            0.008515
                 152,            0.077986,            0.046363,            0.015739,             0.75404,             0.22222,             0.28112,             0.11112,            0.080961,            0.051251,           0.0098637,           0.0085051,           0.0085051,           0.0085051
                 152,            0.077986,            0.046363,            0.015739,             0.75404,             0.22222,             0.28112,             0.11112,            0.080961,            0.051251,           0.0098637,           0.0085051,           0.0085051,           0.0085051
                 153,            0.077987,             0.04503,            0.013732,             0.75404,             0.22222,             0.28112,             0.11112,            0.080961,            0.051251,           0.0098637,           0.0084952,           0.0084952,           0.0084952
                 153,            0.077987,             0.04503,            0.013732,             0.75404,             0.22222,             0.28112,             0.11112,            0.080961,            0.051251,           0.0098637,           0.0084952,           0.0084952,           0.0084952
                 154,            0.075672,            0.040547,             0.01243,             0.75404,             0.22222,             0.28112,             0.11112,            0.080961,            0.051251,           0.0098637,           0.0084853,           0.0084853,           0.0084853
                 154,            0.075672,            0.040547,             0.01243,             0.75404,             0.22222,             0.28112,             0.11112,            0.080961,            0.051251,           0.0098637,           0.0084853,           0.0084853,           0.0084853
                 155,            0.073139,            0.063445,            0.014193,             0.39454,             0.45139,             0.28392,             0.12314,            0.078142,            0.053263,           0.0095449,           0.0084754,           0.0084754,           0.0084754
                 155,            0.073139,            0.063445,            0.014193,             0.39454,             0.45139,             0.28392,             0.12314,            0.078142,            0.053263,           0.0095449,           0.0084754,           0.0084754,           0.0084754
                 156,            0.075533,            0.059689,            0.014189,             0.39454,             0.45139,             0.28392,             0.12314,            0.078142,            0.053263,           0.0095449,           0.0084655,           0.0084655,           0.0084655
                 156,            0.075533,            0.059689,            0.014189,             0.39454,             0.45139,             0.28392,             0.12314,            0.078142,            0.053263,           0.0095449,           0.0084655,           0.0084655,           0.0084655
                 157,            0.064542,            0.039198,            0.011983,             0.39454,             0.45139,             0.28392,             0.12314,            0.078142,            0.053263,           0.0095449,           0.0084556,           0.0084556,           0.0084556
                 157,            0.064542,            0.039198,            0.011983,             0.39454,             0.45139,             0.28392,             0.12314,            0.078142,            0.053263,           0.0095449,           0.0084556,           0.0084556,           0.0084556
                 158,            0.077311,            0.062301,            0.013878,             0.39454,             0.45139,             0.28392,             0.12314,            0.078142,            0.053263,           0.0095449,           0.0084457,           0.0084457,           0.0084457
                 158,            0.077311,            0.062301,            0.013878,             0.39454,             0.45139,             0.28392,             0.12314,            0.078142,            0.053263,           0.0095449,           0.0084457,           0.0084457,           0.0084457
                 159,            0.079679,            0.082249,            0.014577,             0.60484,             0.38626,             0.35794,             0.12531,            0.079585,            0.054565,           0.0092329,           0.0084358,           0.0084358,           0.0084358
                 159,            0.079679,            0.082249,            0.014577,             0.60484,             0.38626,             0.35794,             0.12531,            0.079585,            0.054565,           0.0092329,           0.0084358,           0.0084358,           0.0084358
                 160,            0.072891,            0.058671,            0.016629,             0.60484,             0.38626,             0.35794,             0.12531,            0.079585,            0.054565,           0.0092329,           0.0084259,           0.0084259,           0.0084259
                 160,            0.072891,            0.058671,            0.016629,             0.60484,             0.38626,             0.35794,             0.12531,            0.079585,            0.054565,           0.0092329,           0.0084259,           0.0084259,           0.0084259
                 161,            0.075861,            0.045108,             0.01316,             0.60484,             0.38626,             0.35794,             0.12531,            0.079585,            0.054565,           0.0092329,            0.008416,            0.008416,            0.008416
                 161,            0.075861,            0.045108,             0.01316,             0.60484,             0.38626,             0.35794,             0.12531,            0.079585,            0.054565,           0.0092329,            0.008416,            0.008416,            0.008416
                 162,            0.076357,             0.04633,            0.015932,             0.60484,             0.38626,             0.35794,             0.12531,            0.079585,            0.054565,           0.0092329,           0.0084061,           0.0084061,           0.0084061
                 162,            0.076357,             0.04633,            0.015932,             0.60484,             0.38626,             0.35794,             0.12531,            0.079585,            0.054565,           0.0092329,           0.0084061,           0.0084061,           0.0084061
                 163,            0.069703,            0.036052,            0.018756,             0.63588,             0.37877,             0.30707,             0.11242,            0.075899,            0.055562,           0.0088329,           0.0083962,           0.0083962,           0.0083962
                 163,            0.069703,            0.036052,            0.018756,             0.63588,             0.37877,             0.30707,             0.11242,            0.075899,            0.055562,           0.0088329,           0.0083962,           0.0083962,           0.0083962
                 164,            0.071538,            0.041642,            0.014894,             0.63588,             0.37877,             0.30707,             0.11242,            0.075899,            0.055562,           0.0088329,           0.0083863,           0.0083863,           0.0083863
                 164,            0.071538,            0.041642,            0.014894,             0.63588,             0.37877,             0.30707,             0.11242,            0.075899,            0.055562,           0.0088329,           0.0083863,           0.0083863,           0.0083863
                 165,            0.065878,            0.060591,            0.013482,             0.63588,             0.37877,             0.30707,             0.11242,            0.075899,            0.055562,           0.0088329,           0.0083764,           0.0083764,           0.0083764
                 165,            0.065878,            0.060591,            0.013482,             0.63588,             0.37877,             0.30707,             0.11242,            0.075899,            0.055562,           0.0088329,           0.0083764,           0.0083764,           0.0083764
                 166,            0.070242,            0.053999,            0.012398,             0.63588,             0.37877,             0.30707,             0.11242,            0.075899,            0.055562,           0.0088329,           0.0083665,           0.0083665,           0.0083665
                 166,            0.070242,            0.053999,            0.012398,             0.63588,             0.37877,             0.30707,             0.11242,            0.075899,            0.055562,           0.0088329,           0.0083665,           0.0083665,           0.0083665
                 167,            0.081531,            0.061956,            0.013447,             0.63688,              0.3752,             0.34883,             0.10233,            0.077998,            0.055144,           0.0083257,           0.0083566,           0.0083566,           0.0083566
                 167,            0.081531,            0.061956,            0.013447,             0.63688,              0.3752,             0.34883,             0.10233,            0.077998,            0.055144,           0.0083257,           0.0083566,           0.0083566,           0.0083566
                 168,             0.07378,             0.05854,            0.011646,             0.63688,              0.3752,             0.34883,             0.10233,            0.077998,            0.055144,           0.0083257,           0.0083467,           0.0083467,           0.0083467
                 168,             0.07378,             0.05854,            0.011646,             0.63688,              0.3752,             0.34883,             0.10233,            0.077998,            0.055144,           0.0083257,           0.0083467,           0.0083467,           0.0083467
                 169,            0.071655,            0.053936,            0.012639,             0.63688,              0.3752,             0.34883,             0.10233,            0.077998,            0.055144,           0.0083257,           0.0083368,           0.0083368,           0.0083368
                 169,            0.071655,            0.053936,            0.012639,             0.63688,              0.3752,             0.34883,             0.10233,            0.077998,            0.055144,           0.0083257,           0.0083368,           0.0083368,           0.0083368
                 170,            0.072663,            0.046697,            0.013165,             0.63688,              0.3752,             0.34883,             0.10233,            0.077998,            0.055144,           0.0083257,           0.0083269,           0.0083269,           0.0083269
                 170,            0.072663,            0.046697,            0.013165,             0.63688,              0.3752,             0.34883,             0.10233,            0.077998,            0.055144,           0.0083257,           0.0083269,           0.0083269,           0.0083269
                 171,            0.076389,            0.054773,            0.013284,             0.73091,             0.42941,             0.45139,             0.15721,            0.074536,            0.054653,           0.0080401,            0.008317,            0.008317,            0.008317
                 171,            0.076389,            0.054773,            0.013284,             0.73091,             0.42941,             0.45139,             0.15721,            0.074536,            0.054653,           0.0080401,            0.008317,            0.008317,            0.008317
                 172,            0.076753,            0.059289,            0.010141,             0.73091,             0.42941,             0.45139,             0.15721,            0.074536,            0.054653,           0.0080401,           0.0083071,           0.0083071,           0.0083071
                 172,            0.076753,            0.059289,            0.010141,             0.73091,             0.42941,             0.45139,             0.15721,            0.074536,            0.054653,           0.0080401,           0.0083071,           0.0083071,           0.0083071
                 173,            0.077902,            0.042303,            0.020408,             0.73091,             0.42941,             0.45139,             0.15721,            0.074536,            0.054653,           0.0080401,           0.0082972,           0.0082972,           0.0082972
                 173,            0.077902,            0.042303,            0.020408,             0.73091,             0.42941,             0.45139,             0.15721,            0.074536,            0.054653,           0.0080401,           0.0082972,           0.0082972,           0.0082972
                 174,            0.067043,             0.04457,            0.011399,             0.73091,             0.42941,             0.45139,             0.15721,            0.074536,            0.054653,           0.0080401,           0.0082873,           0.0082873,           0.0082873
                 174,            0.067043,             0.04457,            0.011399,             0.73091,             0.42941,             0.45139,             0.15721,            0.074536,            0.054653,           0.0080401,           0.0082873,           0.0082873,           0.0082873
                 175,            0.076064,             0.05403,            0.014232,             0.71345,             0.43562,             0.46533,             0.16653,            0.072304,            0.053123,           0.0075358,           0.0082774,           0.0082774,           0.0082774
                 175,            0.076064,             0.05403,            0.014232,             0.71345,             0.43562,             0.46533,             0.16653,            0.072304,            0.053123,           0.0075358,           0.0082774,           0.0082774,           0.0082774
                 176,            0.068669,            0.039881,            0.011253,             0.71345,             0.43562,             0.46533,             0.16653,            0.072304,            0.053123,           0.0075358,           0.0082675,           0.0082675,           0.0082675
                 176,            0.068669,            0.039881,            0.011253,             0.71345,             0.43562,             0.46533,             0.16653,            0.072304,            0.053123,           0.0075358,           0.0082675,           0.0082675,           0.0082675
                 177,            0.073818,            0.053841,            0.014495,             0.71345,             0.43562,             0.46533,             0.16653,            0.072304,            0.053123,           0.0075358,           0.0082576,           0.0082576,           0.0082576
                 177,            0.073818,            0.053841,            0.014495,             0.71345,             0.43562,             0.46533,             0.16653,            0.072304,            0.053123,           0.0075358,           0.0082576,           0.0082576,           0.0082576
                 178,            0.064978,             0.04823,            0.014621,             0.71345,             0.43562,             0.46533,             0.16653,            0.072304,            0.053123,           0.0075358,           0.0082477,           0.0082477,           0.0082477
                 178,            0.064978,             0.04823,            0.014621,             0.71345,             0.43562,             0.46533,             0.16653,            0.072304,            0.053123,           0.0075358,           0.0082477,           0.0082477,           0.0082477
                 179,            0.068266,            0.055966,            0.012498,             0.65308,             0.42014,             0.41892,             0.13302,            0.072085,            0.051635,           0.0072287,           0.0082378,           0.0082378,           0.0082378
                 179,            0.068266,            0.055966,            0.012498,             0.65308,             0.42014,             0.41892,             0.13302,            0.072085,            0.051635,           0.0072287,           0.0082378,           0.0082378,           0.0082378
                 180,            0.072043,            0.056769,            0.012031,              0.6246,             0.42014,             0.44625,             0.13309,            0.072085,            0.051635,           0.0072287,           0.0082279,           0.0082279,           0.0082279
                 180,            0.072043,            0.056769,            0.012031,              0.6246,             0.42014,             0.44625,             0.13309,            0.072085,            0.051635,           0.0072287,           0.0082279,           0.0082279,           0.0082279
                 181,            0.065247,            0.049945,           0.0097467,              0.6246,             0.42014,             0.44625,             0.13309,            0.072085,            0.051635,           0.0072287,            0.008218,            0.008218,            0.008218
                 181,            0.065247,            0.049945,           0.0097467,              0.6246,             0.42014,             0.44625,             0.13309,            0.072085,            0.051635,           0.0072287,            0.008218,            0.008218,            0.008218
                 182,             0.08083,            0.059333,            0.012068,              0.6246,             0.42014,             0.44625,             0.13309,            0.072085,            0.051635,           0.0072287,           0.0082081,           0.0082081,           0.0082081
                 182,             0.08083,            0.059333,            0.012068,              0.6246,             0.42014,             0.44625,             0.13309,            0.072085,            0.051635,           0.0072287,           0.0082081,           0.0082081,           0.0082081
                 183,            0.067926,              0.0492,            0.011227,             0.44975,             0.53819,              0.5429,             0.15303,            0.067563,            0.049937,           0.0067772,           0.0081982,           0.0081982,           0.0081982
                 183,            0.067926,              0.0492,            0.011227,             0.44975,             0.53819,              0.5429,             0.15303,            0.067563,            0.049937,           0.0067772,           0.0081982,           0.0081982,           0.0081982
                 184,            0.071439,             0.05554,            0.012709,             0.44975,             0.53819,              0.5429,             0.15303,            0.067563,            0.049937,           0.0067772,           0.0081883,           0.0081883,           0.0081883
                 184,            0.071439,             0.05554,            0.012709,             0.44975,             0.53819,              0.5429,             0.15303,            0.067563,            0.049937,           0.0067772,           0.0081883,           0.0081883,           0.0081883
                 185,            0.064976,            0.056181,            0.015931,             0.72651,             0.53819,             0.53051,             0.15858,            0.067563,            0.049937,           0.0067772,           0.0081784,           0.0081784,           0.0081784
                 185,            0.064976,            0.056181,            0.015931,             0.72651,             0.53819,             0.53051,             0.15858,            0.067563,            0.049937,           0.0067772,           0.0081784,           0.0081784,           0.0081784
